venue_id,name,slug,address,city,city_slug,country,latitude,longitude,rating_score,rating_volume,price_range,online,delivers,delivery_price,estimate_minutes,estimate_range,short_description,tags,scraped_at
62544bf0a9ed98487c67af76,Wolt Market Landmark,wolt-market-landmark,Bu virtual məkandır ,Baku,baku,AZE,40.37581014,49.85148647,9.6,11199,0,True,True,0.0,25,20-30,"Wolt Market ərzaq məhsulları 24/7 25 dəqiqədən az müddətdə çatdırır 🥰
Sürətli, asan və praktik məhsul çatdırılması üçün yeni bazarımızda geniş çeşidli məhsullar və böyük təkliflər kəşf edin💙","alcohol,konfet,grocery",2026-02-10T20:04:58.588174
6981dbde6e3796834ee972de,Buketeria Port Baku,buketeria-port-baku,"Neftciler Avenue,  143",Baku,baku,AZE,40.374285038530246,49.85819647714885,10.0,11,2,True,True,0.0,30,25-35,Sən + Güllər 🤍,"çiçəklər,buket",2026-02-10T20:04:59.474568
6765349ce6698abb6f377d9a,Pet Point - Xətai,pet-point-khatai,"Xətai ray., Yusif Səfərov küç. 30c",Baku,baku,AZE,40.38228303,49.86449393,9.6,150,2,True,True,0.0,30,25-35,⁠ ⁠⁠Pet Point - ev heyvanınıza yemək çatdırılması,"pet food,pet supply,it yeməyi",2026-02-10T20:05:00.238070
64a55c02e35bcf2aebe9c0d8,Camex Xəqani,camex-xaqani,Xaqani 91,Baku,baku,AZE,40.37588387,49.85289502,9.6,120,1,True,True,0.0,35,30-40,Yükdaşıma şirkəti 🚙 📦,,2026-02-10T20:05:01.061023
66d5a7d644fe86a02a073886,Zooevciller Nizami,zooevciller-nizami,"Nizami rayonu , Füzuli küçəsi 2/15",Baku,baku,AZE,40.37595624,49.83290498,9.8,97,2,True,True,0.0,30,25-35,Hər kəsin bir dosta ehtiyacı var,"pet supply,pet food,it yeməyi",2026-02-10T20:05:01.972544
63455c9847ea427925dee049,SMOKING SHOP City Center,smoking-center,Natavan döngəsi 1a,Baku,baku,AZE,40.36966119,49.83775319,9.8,501,2,True,True,0.0,25,20-30,"Sizin tütün mütəxəssisiniz!

Şəhərdə sevimli tütün mağazası!","içkilər,soft drinks,qəlyanaltılar",2026-02-10T20:05:02.779212
61484d84c0bc78013d43c27a,VOZOL Official,mana-group,Sabail district Yusif Mammadaliyev house 4 apartment 13,Baku,baku,AZE,40.36949072,49.84053136,9.2,336,2,True,True,0.0,30,25-35,Geniş çeşidli dadlar olan birdəfəlik elektron cihazlar.,Electronics,2026-02-10T20:05:03.794349
6874e680dd0a660276f65d1f,ZooLand,zooland2,"Xaqani küçəsi, 86D",Baku,baku,AZE,40.3762625,49.8540469,9.6,221,2,True,True,0.0,30,25-35,🐱🐶,"pişik yeməyi,it yeməyi",2026-02-10T20:05:04.749794
6409ca610aa734fdb855da49,HQD VapeBox Official ®️,hqd-vapebox,Akhundov lib,Baku,baku,AZE,40.37428211,49.84769474,9.0,212,3,True,True,0.0,20,15-25,HQD Zəngin dada və fərdi dizayna malik birdəfəlik buxarlandırıcılar. HQD İstifadəsi mümkün qədər sadə və yığcam.,,2026-02-10T20:05:05.611667
6720b2574d2c8ef265222a17,AlcoVol Resid Behbudov,rab-evi-rid-behbudov,Rashid Behbudov 122D,Baku,baku,AZE,40.38143827,49.84346099,9.6,277,2,True,True,0.0,25,20-30,Wine Garage🍷,"şərab,alcohol,whiskey",2026-02-10T20:05:06.494868
65310a22cbe9253de2b30c57,Hippo Baby Store,hippo,"Ismayil bey Gutgashinli, Baku",Baku,baku,AZE,40.38227659,49.81927967,9.6,1146,1,True,True,0.0,40,35-45,Öz körpəmiz üçün,baby,2026-02-10T20:05:07.765089
5e9584b437a8b74abf101d28,Qaymaq Əhməd Cavad Küç.,qaymaq-ahmad-javad-str,Ahmad Javad str. 12C,Baku,baku,AZE,40.3686363,49.83091152,9.8,183,1,True,True,0.0,25,20-30,Qaymaq keyfiyyətli və 100% təbii yerli məhsulları təqdim edən yeni eko-brenddir,"groceries,grocery",2026-02-10T20:05:08.626793
69020dcc99604dbaba4a8282,Araz Torgovaya 3,araz-torgovayaa-3,9RFV+46J Баку,Baku,baku,AZE,40.3728375,49.8430156,9.6,194,2,True,True,0.0,30,25-35,"Siz harada, Araz orada 🛒","balıq,toyuq,çay",2026-02-10T20:05:09.621517
6787793c95c26bb0e2db5030,Venskaya Skazka Nizami,venskaya-skazka-nizami,"Nasimi distr., Nizami 103",Baku,baku,AZE,40.37512936,49.84724936,9.4,266,2,True,True,0.0,20,15-25,Tortlar Bakıda🍰,"tort,şirniyyatlar,desert",2026-02-10T20:05:10.398938
619f2d1cda0b35994ee6142e,Lezzet Group Axundov,lezzet-group-akhundov,"Axundov garden, Ahmad Javad str. 1",Baku,baku,AZE,40.36838205,49.82988165,9.2,794,1,True,True,0.0,40,35-45,Ləzzətin Baş Filialı,"pankeyk,şirniyyatlar,azərbəycan",2026-02-10T20:05:11.173944
680232604050355d3e3104b3,Shusha Bakery Port Baku,shusha-bakery-yasamal,9VH8+943 Баку,Baku,baku,AZE,40.3783875,49.8652969,9.2,42,2,True,True,0.0,35,30-40,🥖🍞🥐🥨🥪🥯,"un məmulatları,şirniyyatlar",2026-02-10T20:05:11.985404
5f0339834df5108f36fd5f9d,Viva Dessert R. Behbudov,viva-dessert-r-behbudov,Rashid Behbudov str. 46,Baku,baku,AZE,40.3753937,49.84612942,9.4,143,2,True,True,0.0,25,20-30,“VIVA” Keyfiyyətə Zəmanət Verir! ....Ürəkdən!,"tort,desert,piroq",2026-02-10T20:05:12.710639
60ec284add2c134f38ef1c13,Neptun Supermarket 28 May,neptun-supermarket-28,"Nasimi district, Shemsi Bedelbeyli street 102",Baku,baku,AZE,40.37820743,49.84615619,9.0,812,1,True,True,0.0,45,40-50,Supermarket,"Supermarket,groceries,grocery",2026-02-10T20:05:13.419413
663de0f2dfd780be81258f37,Zoo Market Lisa 28 May,zoo-market-lisa-28-may,Rashid Behbudov str. 102A,Baku,baku,AZE,40.38075039,49.84368055,9.2,63,2,True,True,0.0,25,20-30,🐈‍⬛ 🐕,"pet food,pet supply,pişik yeməyi",2026-02-10T20:05:14.414690
614c238b16f03eba0ced2670,KULİNARİUM Istiqlaliyyət,kulnarum-istiqlaliyat,Istiqlaliyyət street,Baku,baku,AZE,40.36873679,49.83343934,9.4,508,2,True,True,0.0,40,35-45,Sevgi ilə Hazırlanıb Təbii Məhsulardan!,"un məmulatları,homemade,sendviç",2026-02-10T20:05:15.205666
5e4143ea77b788f4ad645783,Dietstore,bombbar-chikalab,Xaqani 20,Baku,baku,AZE,40.37437663,49.84794127,9.6,872,2,True,True,0.0,30,25-35,Azərbaycanın ən böyük pəhriz və idman qidaları seçimi!,"səhər yeməyi,kokteyl,sağlam",2026-02-10T20:05:15.932994
67ab3066c6a238820ba59d5f,Bravo Supermarket Bülbül pr.,bravo-supermarket-bulbul-ave,"Səbail rayonu, Bülbül prospekti 20",Baku,baku,AZE,40.3746426,49.84359082,8.8,141,1,True,True,0.0,25,20-30,Doğru seçim! 💙,"Supermarket,mini market,groceries",2026-02-10T20:05:16.901329
60d1e599e551d0d58d71c7b2,MEYVİ Spirits,baku-craft-lab,Said Rustamov,Baku,baku,AZE,40.3681554,49.82951228,9.6,146,2,True,True,0.0,35,30-40,#Drink. Meyvəli,alcohol,2026-02-10T20:05:18.028775
694e59ebf9a3ca613ea5e284,Moskomart,moskomart,"Mirqasimov street, Azadlig Residence",Baku,baku,AZE,40.3951125,49.8395781,9.6,41,2,True,True,0.0,40,35-45,🛒🛍️✨,"cleaning products,içkilər,whiskey",2026-02-10T20:05:18.998800
68528b44162061ad6fcd7b37,Zoo Vet Store,zoo-vet-store,Ceyhun Hacıbeyli 14,Baku,baku,AZE,40.3887375,49.8470469,9.2,107,2,True,True,0.0,40,35-45,Bir toxunuş qədər yaxın🦊🐾,"pet food,pet supply",2026-02-10T20:05:19.738381
6859345823225b219a8e1bd4,San Tortino İçəri Şəhər,san-tortino-old-city,"Sebail distr., Lermantov str. 121",Baku,baku,AZE,40.36695306,49.82944676,9.4,164,2,True,True,0.0,30,25-35,Avropa Şirniyyatları və İçkilər,"tort,desert",2026-02-10T20:05:20.692797
66962023cf70d6abf472c1aa,Pon-Pushka İçərişəhər,pon-pushka-icharishahar,"Sabail district, Istiglaliyet Street 2E",Baku,baku,AZE,40.36562211,49.83115015,8.8,80,1,True,True,0.0,40,35-45,PONPUSHKA - ləziz ponçiklər şəbəkəsi 🍩,"desert,ponçik,un məmulatları",2026-02-10T20:05:21.430177
650011eca836b9b19e43fc9f,Pivə Var,pive-var,"Nərimanov rayonu,Qarabağ küçəsi,ev 44,46,48,48A",Baku,baku,AZE,40.3897168,49.85798092,9.6,635,2,True,True,0.0,40,35-45,"Hər Zövq üçün Çəllək Pivəsi, Qəlyanaltılar, Sneklər və Balıq!","pivə,pivə,qəlyanaltılar",2026-02-10T20:05:22.234535
691592dd7a6df51fe747243a,Z-style 6th parallel,z-style-6th-parallel,+994124970325,Baku,baku,AZE,40.38328592488452,49.82711368966477,9.6,37,2,True,True,0.0,35,30-40,22 il sizinləyik,"un məmulatları,şirniyyatlar,salat",2026-02-10T20:05:23.205006
62d9c47f69f57da491a35b90,Sugar Daddy Donuts,sugar-daddy,"Samad Vurgun St., 137f (ZStyle),",Baku,baku,AZE,40.38857911,49.83619345,9.0,82,1,True,True,0.0,35,30-40,Sugar Daddy Səni Sevir!,"un məmulatları,ponçik,şirniyyatlar",2026-02-10T20:05:24.287516
5e16ef6bb9868fe67ac563ea,Cake Bake Port Baku,cake-bake-portbaku,"Port Baku, Neftchiler ave. 151",Baku,baku,AZE,40.37592084,49.86092657,9.2,1112,2,True,True,0.0,35,30-40,Dadlı kruasanlar və unikal sendviçlər,"sendviç,smuzi,salat",2026-02-10T20:05:25.289493
6970b1b899758cc1034fe2d1,Almond Cake Nizami,almond-cake-nizami,"Yasamal distr., Shikheli Gurbanov str., h. 17",Baku,baku,AZE,40.37735808,49.83150428,,,2,True,True,0.0,25,20-30,Cake & Bakery,"tort,şirniyyatlar,desert",2026-02-10T20:05:26.145538
68fb73a2fcfe4415331b6ac6,Olivia Xətai,olivia-khatai,Khatai distr.,Baku,baku,AZE,40.38265503,49.87429319,9.2,68,2,True,True,0.0,40,35-45,İstədiyin kimi ol! 💜,"Health,sağlam,hair products",2026-02-10T20:05:26.916027
612c9b4a24b7c32213ef153a,Natures Protection Narimanov,myzooaz,"Baku city, Nazim Hajiyev 16F",Baku,baku,AZE,40.40092179,49.87212175,9.8,112,1,True,True,0.0,40,35-45,Ev heyvanınızın sağlamlığına qayğı göstərən yem.,"azərbəycan,pişik yeməyi,it yeməyi",2026-02-10T20:05:27.643363
66e9584719690120f250f358,Fatimə Aptek,fatim-aptek,"Yasamal district, Sharifzade street. 148 K",Baku,baku,AZE,40.38912924,49.80319027,9.4,1216,2,True,True,0.0,45,40-50,Fatimə Aptek,"Health,sağlam",2026-02-10T20:05:28.754140
64a3d3a114f6e033d19df7c1,Tabaçok,tabachok,Central East Street 7/14,Baku,baku,AZE,40.38672401,49.88844599,9.4,161,2,True,True,0.0,40,35-45,Dequstasiya və mağaza,,2026-02-10T20:05:29.563130
61939b95f9a942850c8303ea,Simit Sarayi 28 May,simit-sarayi-28-may,28 May Dəmir Yol Vağzalı,Baku,baku,AZE,40.38000691,49.84928613,8.6,85,2,True,True,0.0,35,30-40,🥯✨,un məmulatları,2026-02-10T20:05:30.311938
68ff61722ab0ccd7dfe4f7b3,Nush Khatai,nush-khatai,"Xətai rayonu, Suleyman Vəzirov 22 9VMC+HJW Баку",Baku,baku,AZE,40.3839624,49.8715329,9.4,66,2,True,True,0.0,40,35-45,Nush Cake House - Anları qeyd edin...,"tort,un məmulatları,desert",2026-02-10T20:05:31.092083
67c5a392bdab41db2864e3ec,Cookies & More,cookies-more,Nizami street 160C ,Baku,baku,AZE,40.37697422,49.85363168,9.4,36,2,True,True,0.0,25,20-30,🍪‧₊˚✩彡,,2026-02-10T20:05:31.944777
680a1c63f66b56f76d49f7e7,Minibaby,minibaby,Salatin Esgerova 184,Baku,baku,AZE,40.38315044,49.84929794,9.6,223,2,True,True,0.0,35,30-40,👶🏼,"baby,baby clothes",2026-02-10T20:05:32.681302
659c095a382d03a3586f0471,Avrostore Elmlər,avrostore-elmlr,"Yasamal District, Alasgar Alakbarov St. 10",Baku,baku,AZE,40.36837215,49.81835507,9.2,65,2,True,True,0.0,30,25-35,Avropa istehsalı yerli qiymətlə,cleaning products,2026-02-10T20:05:33.519786
66bdc561cf01b71fe13db1dd,Delicates Xətai,delicates-khatai,"Baku city, Khatai district, Khojaly Ave.",Baku,baku,AZE,40.38327086,49.87810526,9.6,514,1,True,True,0.0,35,30-40,Delicates 🧀,"milk,grocery,alcohol",2026-02-10T20:05:34.331639
685526f8cd3a71fc8a0c2c3b,ZooCity,zoocity,Həsən Əliyev küç. 92,Baku,baku,AZE,40.4031625,49.8534531,9.8,35,2,True,True,0.0,40,35-45,Sevə sevə xidmətinizdəyik,"pişik yeməyi,pet food,pet supply",2026-02-10T20:05:35.142686
62986dd52d1a9b97106dec5a,Medical City Aptek 28 May,medical-city,"Baku, Nasimi district, 28 May str. 13",Baku,baku,AZE,40.37655773,49.84732542,9.2,500,2,True,True,0.0,20,15-25,Güvənli dostunuz...,"pharmacy,sağlam,Health",2026-02-10T20:05:35.918372
65f059a823408855af1e66fe,Molto Market,molto-market,cafe love city,Baku,baku,AZE,40.3718066,49.84337872,9.4,900,2,True,True,0.0,20,15-25,"Molto Market🍜

Karean Cafe","koreyalı,əriştə,soft drinks",2026-02-10T20:05:36.696546
67c171985166642a960502d2,ZooSevimlilər Malakan Bağı,zoosevimliler-xaqani-bag,"Səbail rayonu, Xəqani küçəsi",Baku,baku,AZE,40.37230659,49.84109943,9.6,45,1,True,True,0.0,25,20-30,1999-cü ildən sevimlilərinizə sevgi ilə xidmətinizdəyik,"pişik yeməyi,it yeməyi,pet food",2026-02-10T20:05:37.477321
6889c1e46af9a522efb2ec3d,Tamstore Xətai,tamstore-xetai,"5 Hasan Salmani St, Baku",Baku,baku,AZE,40.38052676,49.86220961,9.0,114,1,True,True,0.0,45,40-50,Tam istədiyiniz market!,"groceries,grocery,Supermarket",2026-02-10T20:05:38.292783
6880ac30a8a93a84d1af632a,Mehri Flowers,blossom-flower-boutique,Rəşid Behbudov Küçəsi 22-24,Baku,baku,AZE,40.37453296,49.84683272,9.6,255,2,True,True,0.0,25,20-30,Mehri Flowers,"çiçəklər,toys ",2026-02-10T20:05:39.162648
645b4c13216268f43f3ceca6,Gəncə Nemətləri,ganja-nemetleri,Jeyhun Hajibeyli Street 28b,Baku,baku,AZE,40.39069459,49.84608849,9.4,293,2,True,True,0.0,35,30-40,Kənd məhsulları 🥛🧀 🥫,"milk,cottage cheese,homemade",2026-02-10T20:05:39.973138
5f33daca0809d99953679db3,Cadoro,cadoro,"Sabail distr., Rasul Rza street 16",Baku,baku,AZE,40.37051601,49.84066298,9.4,57,3,True,True,0.0,30,25-35,Belçika və İtalyan şokolad və şirniyyatlar,"şirniyyatlar,dondurma,tort",2026-02-10T20:05:40.705440
64228343c1bac7647f3944a1,Buta Aptek - 28 May,aptek4,"Baku city, 28 may street_7092",Baku,baku,AZE,40.37888214,49.84977156,9.6,184,1,True,True,0.0,30,25-35,Ürəkdən xidmət 💙,"pharmacy,Health,cosmetics",2026-02-10T20:05:41.546188
677d0f4ce4fedff3c281bd9b,Zoo Mağaza / Zoo Aptek,zoo-magaza-zoo-aptek,Inshaatcilar avenue 70,Baku,baku,AZE,40.37944163,49.82125328,9.6,647,2,True,True,0.0,45,40-50,Zoo Aptek – Ev heyvanlarınızın sağlamlıq ünvanı!🐶🐈,"pet supply,pet food,pişik yeməyi",2026-02-10T20:05:42.334110
67f4dda7975ded586753a2c4,Pharmasol Aptek,pharmasol,Nərimanov rayonu. Azadlıq pr. 211G ,Baku,baku,AZE,40.39958166,49.83831765,9.4,1012,2,True,True,0.0,40,35-45,Pharmasol💊,"pharmacy,Health",2026-02-10T20:05:43.266243
64a28fab3e7edc2246d6a29c,Park Cinema Park Bulvar,park-cinema-park-bulvar,"Neftçilər pr-ti 78, Park Bulvar Əyləncə Mərkəzi",Baku,baku,AZE,40.37090026,49.84982484,9.0,24,2,True,True,0.0,30,25-35,"Parkcinema – bax, eşit, hiss et 🔥","qəlyanaltılar,içkilər,soft drinks",2026-02-10T20:05:44.046358
64c13501b6a21472988763b8,Boomberry,boomberry,Şeyx Şamil 21,Baku,baku,AZE,40.36658164,49.82888297,9.4,513,2,True,True,0.0,45,40-50,Premium şokolad,"şokolad mağazası,desert,gifts",2026-02-10T20:05:44.768206
6315c67a74fcad2a128b7315,Bubbles Fountain Square,bubbles-fountain-square,Mammadamin Rasul - Zadeh,Baku,baku,AZE,40.36804388,49.83870016,9.4,60,2,True,True,0.0,35,30-40,Authentic Bubble tea🧋,"içkilər,bubble tea,milk",2026-02-10T20:05:45.510596
68ca7154062b3604edbb87fe,Zoomağaza/Zoohouse.az Səməd Vurğun küç,zoohouseaz," Bakı şəhəri, Səməd Vurğun küçəsi",Baku,baku,AZE,40.40080435,49.83193836,9.4,72,2,True,True,0.0,50,45-55,Ev heyvanları üçün hər şey 🐾🐶🐱,"pişik yeməyi,pet food,pet supply",2026-02-10T20:05:46.261300
650d585d83027cdaabe6cd38,Beethoven Zoo,beethoven-zoo,"Nasimi district, Anvar Gasimzade street. 50",Baku,baku,AZE,40.39143846,49.84325814,9.2,40,1,True,True,0.0,30,25-35,🐾,"pet supply,pet food,it yeməyi",2026-02-10T20:05:47.076393
67f926dc370bbd69be319c3a,Zoo Beno Ayna Sultanova,zoo-beno-ayna-sultanova,"Baku city, Binagadi district, Ajami Nakhchivani str., 24",Baku,baku,AZE,40.41512138,49.844882,9.8,152,2,True,True,0.0,55,50-60,🐶😻,"pet food,pet supply,pişik yeməyi",2026-02-10T20:05:47.835844
68a47f42592cdfc601c20a82,Rolf Zoo Neftçilər,rolf-zoo-neftchiler,"13A Rustam Rustamov, Nizami, Baku",Baku,baku,AZE,40.4082427,49.9380343,9.4,40,2,True,True,0.0,50,45-55,Zoo məhsullar və yemlər,pet food,2026-02-10T20:05:48.650747
675012200d8f85eeb4c6f0be,ZOO 28,zoo-28,Semed Vurgun 36,Baku,baku,AZE,40.37718779,49.84130415,9.6,182,2,True,True,0.0,35,30-40,Sevimli dostlarımızın xoşbəxtliyi üçün hər şey🐾,"pet food,pet supply,cleaning products",2026-02-10T20:05:49.442298
65c9d187ebf48d1e50e895f0,ZooMagazin.az İzmir,zoomagazinaz-izmir,"İzmir küç., 7a",Baku,baku,AZE,40.39045313,49.82278591,9.8,274,2,True,True,0.0,45,40-50,"Online zoomağaza, sizin ev heyvanlarınıza ehtiyac olan hər bir məhsul 💚","it yeməyi,pet food,pet supply",2026-02-10T20:05:50.266673
621cb7fd5d5ed1a042b8ed25,Zakuska Beer & Snacks Nərimanov,zakuska-beer-snacks-narimanov,"Narimanov district, Mirzabala Ahmadzade 11",Baku,baku,AZE,40.40111556,49.87039974,9.0,692,1,True,True,0.0,55,50-60,Fərqimiz - məzəmizdir!,"pivə,qəlyanaltılar,alcohol",2026-02-10T20:05:51.041882
663b7026697dbfde139f6ef7,Luca Polare,luca-polare,"Sabail district, Rasul Rza 15",Baku,baku,AZE,40.37147361,49.83977958,9.6,38,2,True,True,0.0,25,20-30,🐻‍❄️🍨,"dondurma,bublik,şirə",2026-02-10T20:05:51.769250
627cd17e8d3fa8e08772245b,Waka VapeBox Official ™️,waka0,akhundov lib,Baku,baku,AZE,40.37428717,49.84769813,8.4,65,2,True,True,0.0,25,20-30,"Waka was created by a group of vaping enthusiasts who have a passion for design and flavor. We believe that Waka design enables self-expression. Our high-quality Waka vapes express individuality, breaking the mold with a sleek black & white color scheme.

And we know that Waka one flavor does not fit all. That’s why we rigorously test different flavors all around the world, ensuring that each and every  has great choices customized to their particular taste in Waka

We love what we do. Our passion and pride directs our mission: to take the lead on every last puff, making your vaping experience t",Electronics,2026-02-10T20:05:52.579653
678f49882ca32213e2d430e6,Linza Mania,linza-mania,"Nasimi district, Samad Vurgun street 34",Baku,baku,AZE,40.37653292,49.8421581,8.2,35,2,True,True,0.0,30,25-35,👁️✨💎,,2026-02-10T20:05:53.316878
661cdcff347594b2a0415d07,Pharmastore Mərkəzi Aptek,pharmastore-mrkzi-aptek,Uzeyir Hacibeyov 63C,Baku,baku,AZE,40.37440987,49.85052238,9.6,268,2,True,True,0.0,25,20-30,🏥Zeytun Pharmaceuticals💊,"pharmacy,Health",2026-02-10T20:05:54.422520
6241a88e9c2bc5966c9d71ba,Linza Planet,linza-planet,Kazim Kazimzade 559,Baku,baku,AZE,40.37646302,49.81869013,9.8,196,2,True,True,0.0,35,30-40,Linza Planet,,2026-02-10T20:05:55.230707
65f8612ad27f63af96ec93dd,Zoo Molokan,zoo-molokan,"Sabail district, Khagani Street 7",Baku,baku,AZE,40.3722027,49.84085878,9.4,60,2,True,True,0.0,25,20-30,🐈,"pet supply,pet food",2026-02-10T20:05:56.226914
64ed983ace8f305173c1df4f,Kanon Beauty&Pharm,kanon-dermokosmetika,"Səbail ray., Zərifə Əliyeva küç. 29",Baku,baku,AZE,40.37109299,49.84487713,9.6,36,2,True,True,0.0,25,20-30,🩹 🩺 💊 💉🩸,"pharmacy,Health,sağlam",2026-02-10T20:05:57.084156
667ac408641722019b33a797,Officemart,officemart,"Yasamal district, Jafar Jabbarli street 27",Baku,baku,AZE,40.38182794,49.82970897,9.6,148,2,True,True,0.0,35,30-40,Officemart,office supplies,2026-02-10T20:05:57.884991
66290cfd5be727cd397d1d28,Goldtelecom,goldtelecom,Bulbul Ave. 46f,Baku,baku,AZE,40.37738615,49.84262284,8.0,58,3,True,True,0.0,20,15-25,Bizimlə dünyaya bağlan📱,Electronics,2026-02-10T20:05:58.687112
67388698fc4ef82232666192,IQOS Park Bulvar,iqos-park-bulvar,Park Bulvar,Baku,baku,AZE,40.37094901,49.85052575,9.4,26,2,True,True,0.0,30,25-35,"IQOS - Yeni dadlar ❗
Texnologiyanın yeni səviyyəsi","azərbəycan,alcohol",2026-02-10T20:05:59.495280
657ab2b6ba1e6a7358c279f3,Roof’s Trdelnik,roofs-trdelnik,9RFM+576 Baku,Baku,baku,AZE,40.3729125,49.8331406,8.8,70,1,True,True,0.0,40,35-45,When u high🍦🍫,"tort,dondurma",2026-02-10T20:06:00.222399
629757e84f91875a0cfb03c1,Miray Metbex,mirr,LossLess,Baku,baku,AZE,40.38200196995862,49.894354942926185,9.8,292,2,True,True,0.0,50,45-55,Təbii məhsullar süfrənizdə,deli,2026-02-10T20:06:01.047527
6584173a0f61cd5c93366e78,Rahat Gourmet Nəsimi,rahat-gourment-nasimi, Samad Vurgun and Shamil Azizbayov,Baku,baku,AZE,40.37987809,49.83937981,9.0,182,2,True,True,0.0,35,30-40,Əsl qurmanların seçimi 🤌,"grocery,Supermarket,qurme",2026-02-10T20:06:02.051905
671b44accaa88bfe5f57ac6b,Çərəz'im,rzim,"Azadlıq prospekti, 201a",Baku,baku,AZE,40.39742081,49.83924358,9.4,225,1,True,True,0.0,50,45-55,"Təbiətin Dadları: Çərəzlər, Quru Meyvələr və Daha Çoxu!","orqanik,vegan,vegetarian",2026-02-10T20:06:02.943016
672a12eb7839d91cb05364e6,JOOKI,jooki-bakehhouse,8RHG+FCR Baku,Baku,baku,AZE,40.32887074,49.82595381,9.6,49,1,True,True,0.0,60,55-65,"“Bakının İlk və Ən Yaxşı Peçenye Evi – Premium, Təzə bişmiş peçenyelərlə əylənin!”",,2026-02-10T20:06:03.705706
67d2dad1d10e8e95b8e1e9ba,Zoo Center Nərimanov Heykəli,zoo-center-yasamal,"Yasamal distr., Mikayil Mushvig str. 10",Baku,baku,AZE,40.3653486,49.81999725,9.6,38,2,True,True,0.0,35,30-40,Balaca dostlarımıza sevgi ilə yanaşaq❤️,"pet food,pet supply,it yeməyi",2026-02-10T20:06:04.610617
69693ddb158e374597fbf798,Ciabatta Artisan Bakery Elmlər,ciabatta-artisan-bakery-elmler,Ismayil bey Gutgashinli street.,Baku,baku,AZE,40.3704446244011,49.82095356938726,,,2,True,True,0.0,40,35-45,Artisan Bakery,"şirniyyatlar,ponçik,sendviç",2026-02-10T20:06:05.457572
660c0cb4206868668a5eafca,Qəlyanima İnşaatçılar,qelyanim,Abbas Mirza Sharifzadeh,Baku,baku,AZE,40.38896254,49.80256661,9.4,83,1,True,True,0.0,50,45-55,Kömür Tütün Vape,,2026-02-10T20:06:06.355204
65cf1c846955dfa8bbc5b0d8,Mochiki Dəniz Mall,mochiki-deniz-mall,Bu virtual məkandır ,Baku,baku,AZE,40.35844997,49.83733432,9.4,39,2,True,True,0.0,35,30-40,Ənənəvi Yapon dondurma deserti,"dondurma,şirniyyatlar,yapon",2026-02-10T20:06:07.231526
670d20066d5db13320153fad,ALCOPOINT MALACAN,alcopoint-malacan,Resul Rza street building 17,Baku,baku,AZE,40.37161933,49.8394728,9.8,121,2,True,True,0.0,25,20-30,Quality and safety guarantee! 🥃🥂🍷,"whiskey,içkilər,soft drinks",2026-02-10T20:06:08.281314
6859708a853ca796343b5884,Smart Sweets Crescent Mall,smart-sweets-crescent-mall,"68 Neftchilar Avenue, Crescent Mall, 4th floor",Baku,baku,AZE,40.37398163,49.86007954,9.4,72,2,True,True,0.0,40,35-45,"Vegan və glütensiz şirniyyat və çərəzlər, şəkərsiz az kalorili sağlam desertlər.","Health,sağlam,vegan",2026-02-10T20:06:09.492921
64df4d56fe2048f5565adf52,Fransua Cake M. Muxtarov,fransua-cake-m-muxtarov,Murtuza Mukhtarov str. house 179,Baku,baku,AZE,40.38346128,49.82735783,9.4,170,2,True,True,0.0,40,35-45,Fransua Cake 🎂,"tort,şirniyyatlar,un məmulatları",2026-02-10T20:06:10.549567
693abfd110c8d8217f3dc4f3,Zəfəran Rəşid Behbudov Aptek,zafaran-rashid-behbudov-aptek,"Nəsimi rayonu, Rəşid Behbudov ev.48",Baku,baku,AZE,40.3809625,49.8437031,9.2,71,2,True,True,0.0,30,25-35,🩹 🩺 💊 💉🩸,"pharmacy,sağlam,Health",2026-02-10T20:06:11.425017
679b5dae5afd615ff9537187,ZooDrug Qara Qarayev,zoodrugaz,Uzbekistan 10,Baku,baku,AZE,40.41920133,49.92891677,9.8,97,2,True,True,0.0,70,65-75,⁠ZooDrug.az - Hər zaman Sizinlə!,pet food,2026-02-10T20:06:12.273149
6790f27b82e3d8b23f6c5a53,Tag Cake,tag-cake,Fuad Ibrahimbeyov 21,Baku,baku,AZE,40.38266074,49.82865942,9.6,195,1,True,True,0.0,45,40-50,Tag Cake🍰,tort,2026-02-10T20:06:13.182844
65a7b476eff25982eca5cecc,Ləziz Kulinariya Sahil,leziz-kulinariya-sahil,"Nasimi district, Azadlig avenue 21b",Baku,baku,AZE,40.37458428,49.85019463,8.2,32,1,True,True,0.0,25,20-30,1998-ci ildən Evinizin Dadı!,"tort,salat,balıq",2026-02-10T20:06:14.047374
60eec2cada56998a107a7c74,Rəmzioğlu Paxlava,ramzioglu-paxlava,Bul-Bul Avenue 37A,Baku,baku,AZE,40.37576222,49.8429002,9.4,236,1,True,True,0.0,30,25-35,"Dad Təsəvvürünü Yenilə!
🔸Milli / Türk paxlavalarının istehsalı","çay,paxlava,ice cream",2026-02-10T20:06:14.852787
635ad6b8969ce85804aa7857,GUSTO GURME,gusto-gurme,"Narimanov District, Khatai Prospekt, 15",Baku,baku,AZE,40.38674532,49.85609064,9.2,91,2,True,True,0.0,40,35-45,Bakida türk məzəleri və midye dolmanın yeganə ünvanı,"türk,sendviç",2026-02-10T20:06:15.616162
